region_id,date,waste_tons
R032,2025-01-07,5.22
R052,2025-01-11,7.76
R100,2025-02-10,10.45
R087,2025-02-04,7.69
R047,2025-01-08,10.84
R040,2025-02-27,6.07
R068,2025-03-10,9.06
R098,2025-02-07,6.22
R024,2025-03-08,14.45
R005,2025-03-10,7.24
R091,2025-02-28,7.16
R051,2025-02-24,10.01
R078,2025-03-09,10.53
R024,2025-01-17,9.96
R066,2025-01-28,10.96
R045,2025-02-13,14.13
R049,2025-02-17,7.53
R013,2025-02-01,8.56
R059,2025-01-16,4.21
R056,2025-01-09,13.19
R055,2025-02-16,5.32
R032,2025-02-18,6.29
R079,2025-01-26,7.5
R031,2025-01-22,8.39
R084,2025-01-20,8.82
R048,2025-01-29,8.54
R002,2025-01-16,7.9
R056,2025-02-05,8.83
R027,2025-02-27,13.02
R041,2025-01-02,10.54
R079,2025-03-03,8.21
R038,2025-02-20,13.27
R091,2025-03-09,8.01
R042,2025-01-11,8.17
R090,2025-01-01,9.5
R008,2025-01-05,8.85
R059,2025-01-22,7.55
R037,2025-01-06,6.82
R063,2025-03-09,7.39
R048,2025-03-05,10.25
R055,2025-01-28,8.73
R019,2025-01-11,6.6
R080,2025-01-29,7.88
R100,2025-03-07,10.96
R042,2025-01-26,9.79
R082,2025-01-14,11.62
R083,2025-02-13,8.11
R009,2025-02-28,8.84
R087,2025-01-01,7.07
R052,2025-03-02,7.86
R058,2025-03-06,5.08
R083,2025-01-22,11.49
R044,2025-03-09,11.71
R060,2025-01-23,6.51
R021,2025-01-14,9.75
R032,2025-02-01,7.74
R029,2025-02-11,7.04
R078,2025-02-07,11.15
R013,2025-01-30,7.81
R034,2025-02-18,11.06
R029,2025-02-16,6.05
R052,2025-02-06,11.4
R070,2025-01-13,4.01
R006,2025-01-07,7.32
R017,2025-02-12,11.4
R086,2025-02-13,7.87
R045,2025-01-10,11.99
R089,2025-01-20,11.43
R080,2025-02-23,14.0
R059,2025-01-26,7.52
R099,2025-02-13,11.98
R028,2025-01-01,5.75
R009,2025-01-20,6.22
R034,2025-01-10,11.88
R051,2025-02-02,9.87
R025,2025-01-12,10.03
R013,2025-01-23,7.72
R068,2025-02-14,8.73
R099,2025-02-21,6.91
R035,2025-01-01,11.73
R034,2025-03-10,10.99
R071,2025-01-29,11.13
R087,2025-01-24,8.05
R051,2025-02-28,10.1
R016,2025-03-08,7.57
R023,2025-01-02,13.28
R055,2025-01-13,5.67
R077,2025-03-02,11.42
R092,2025-03-08,8.36
R066,2025-02-14,11.24
R087,2025-01-02,9.91
R080,2025-02-27,11.29
R047,2025-02-08,12.05
R077,2025-01-03,11.71
R066,2025-01-03,12.11
R036,2025-02-20,6.27
R089,2025-01-21,7.39
R061,2025-02-15,9.39
R089,2025-02-09,10.34
R089,2025-02-17,8.6
R099,2025-01-29,10.46
R048,2025-01-28,4.94
R076,2025-01-16,9.61
R089,2025-01-06,8.8
R096,2025-01-20,7.24
R072,2025-01-17,8.92
R059,2025-02-15,10.14
R075,2025-01-17,7.17
R099,2025-02-11,10.75
R096,2025-03-03,7.23
R030,2025-01-23,12.08
R026,2025-01-27,7.5
R050,2025-01-26,4.58
R062,2025-01-06,8.86
R037,2025-01-17,8.11
R072,2025-02-21,7.05
R068,2025-03-02,8.92
R023,2025-02-22,8.08
R025,2025-02-13,8.52
R079,2025-01-15,4.96
R038,2025-01-22,11.57
R095,2025-01-26,9.59
R008,2025-01-01,9.97
R096,2025-02-13,9.34
R042,2025-02-10,10.3
R015,2025-01-27,8.45
R087,2025-01-10,11.25
R036,2025-02-23,8.56
R067,2025-01-20,6.3
R034,2025-01-05,13.44
R037,2025-02-04,9.91
R021,2025-01-18,11.9
R045,2025-01-17,13.13
R001,2025-01-26,7.0
R035,2025-01-30,8.31
R016,2025-03-05,3.88
R060,2025-01-19,7.89
R023,2025-01-13,7.54
R086,2025-01-29,7.29
R075,2025-02-14,9.97
R079,2025-02-23,5.39
R007,2025-01-14,11.01
R098,2025-01-07,5.11
R038,2025-03-07,7.58
R056,2025-01-26,8.06
R068,2025-02-20,8.6
R059,2025-01-18,7.91
R017,2025-01-08,8.13
R064,2025-01-11,12.57
R075,2025-01-10,5.77
R059,2025-03-04,6.73
R036,2025-03-10,9.35
R097,2025-01-08,4.93
R016,2025-02-22,6.87
R073,2025-03-09,10.32
R068,2025-02-21,8.45
R061,2025-01-21,11.16
R075,2025-01-05,9.6
R082,2025-02-11,9.92
R003,2025-02-24,9.87
R009,2025-02-25,9.28
R010,2025-01-14,14.75
R094,2025-02-13,10.51
R045,2025-02-06,10.32
R049,2025-01-11,9.77
R040,2025-02-16,9.22
R082,2025-03-09,8.27
R085,2025-02-03,9.6
R094,2025-02-25,9.94
R005,2025-02-20,9.16
R032,2025-02-07,6.37
R098,2025-03-06,7.62
R072,2025-03-08,9.53
R039,2025-01-11,9.17
R014,2025-03-04,6.06
R007,2025-03-05,6.01
R035,2025-02-10,8.57
R038,2025-01-13,11.06
R011,2025-01-20,10.39
R049,2025-02-24,7.77
R030,2025-01-30,11.38
R041,2025-01-04,8.34
R037,2025-02-16,8.38
R094,2025-03-10,10.98
R001,2025-02-02,6.46
R010,2025-02-04,10.52
R098,2025-01-10,6.15
R064,2025-01-12,11.34
R021,2025-02-14,9.25
R048,2025-01-27,8.14
R040,2025-03-04,8.77
R078,2025-02-20,8.91
R098,2025-02-02,8.42
R025,2025-01-26,9.68
R048,2025-01-16,10.29
R076,2025-02-03,11.11
R066,2025-01-25,9.87
R068,2025-02-02,6.08
R085,2025-01-31,7.24
R002,2025-02-18,8.84
R033,2025-02-07,6.18
R042,2025-02-05,7.99
R021,2025-01-02,7.92
R011,2025-02-09,11.08
R036,2025-01-07,6.55
R003,2025-01-31,9.63
R008,2025-02-20,11.4
R013,2025-02-13,9.5
R075,2025-03-04,7.19
R058,2025-02-21,8.02
R049,2025-02-12,13.04
R054,2025-02-11,11.43
R010,2025-02-14,9.8
R058,2025-01-26,4.79
R042,2025-02-15,11.54
R070,2025-01-22,6.82
R026,2025-03-07,8.77
R051,2025-01-20,7.6
R051,2025-02-04,11.64
R031,2025-01-01,11.91
R098,2025-02-13,6.15
R100,2025-01-08,11.51
R096,2025-02-21,3.43
R031,2025-01-02,11.54
R085,2025-02-19,10.53
R056,2025-01-21,12.99
R023,2025-01-09,11.22
R059,2025-01-28,7.26
R078,2025-03-03,10.4
R006,2025-01-06,7.64
R054,2025-03-11,11.0
R081,2025-02-09,11.24
R070,2025-01-15,7.27
R037,2025-01-16,5.29
R089,2025-02-04,10.21
R047,2025-01-01,10.72
R072,2025-01-16,9.33
R034,2025-03-05,7.66
R016,2025-01-02,7.0
R044,2025-03-06,14.74
R034,2025-01-12,8.42
R064,2025-02-26,13.68
R065,2025-01-30,6.38
R026,2025-01-02,7.59
R049,2025-02-19,9.86
R026,2025-01-23,7.42
R018,2025-01-07,11.98
R027,2025-02-28,10.84
R039,2025-01-09,9.41
R100,2025-02-25,13.32
R029,2025-02-26,7.44
R029,2025-02-15,4.93
R099,2025-02-23,11.12
R022,2025-01-13,8.48
R047,2025-01-18,11.27
R005,2025-02-18,9.09
R010,2025-01-19,8.49
R043,2025-01-06,8.75
R049,2025-01-19,12.89
R017,2025-01-04,8.56
R055,2025-02-27,8.58
R040,2025-02-28,7.76
R059,2025-01-13,9.15
R049,2025-02-14,6.46
R067,2025-01-01,9.25
R094,2025-02-26,12.78
R084,2025-02-19,6.61
R018,2025-03-11,11.86
R060,2025-01-10,8.98
R084,2025-01-22,11.01
R096,2025-02-03,6.64
R022,2025-02-19,4.17
R020,2025-02-18,11.76
R073,2025-03-08,11.44
R015,2025-02-13,7.53
R058,2025-03-02,9.06
R042,2025-02-18,10.17
R074,2025-02-25,9.65
R088,2025-02-08,10.81
R048,2025-01-01,7.77
R014,2025-01-03,5.2
R041,2025-02-27,10.45
R093,2025-02-23,10.76
R024,2025-03-07,11.06
R025,2025-03-08,10.24
R044,2025-01-17,11.63
R059,2025-01-29,7.66
R025,2025-02-26,12.12
R024,2025-01-20,9.72
R088,2025-02-27,9.22
R007,2025-01-11,9.56
R026,2025-02-28,10.15
R064,2025-02-07,13.52
R048,2025-01-10,6.11
R088,2025-01-27,12.04
R065,2025-03-08,8.72
R004,2025-01-25,11.41
R063,2025-02-25,7.06
R032,2025-02-22,6.9
R080,2025-01-18,11.22
R068,2025-02-04,8.74
R080,2025-02-26,9.65
R062,2025-02-07,7.46
R095,2025-01-15,9.65
R028,2025-02-28,6.29
R089,2025-03-09,9.13
R089,2025-02-20,11.86
R099,2025-01-30,10.34
R092,2025-02-05,12.67
R029,2025-02-05,6.87
R039,2025-01-12,11.16
R084,2025-01-15,8.47
R032,2025-02-24,11.12
R016,2025-02-26,7.05
R083,2025-01-29,9.76
R012,2025-02-18,13.67
R095,2025-01-17,7.25
R058,2025-03-10,7.04
R075,2025-02-28,9.4
R081,2025-03-01,10.16
R025,2025-01-18,8.05
R051,2025-01-14,8.18
R002,2025-03-08,7.27
R024,2025-02-02,10.53
R077,2025-03-04,11.56
R058,2025-01-31,7.12
R089,2025-02-12,6.56
R017,2025-03-02,9.58
R063,2025-02-16,6.56
R013,2025-02-18,5.29
R043,2025-02-17,5.22
R072,2025-03-07,11.02
R035,2025-02-27,10.07
R051,2025-02-05,8.48
R057,2025-03-11,10.44
R012,2025-02-17,9.83
R016,2025-03-03,5.45
R063,2025-01-31,10.65
R034,2025-02-01,9.38
R046,2025-01-18,5.52
R074,2025-02-16,11.36
R068,2025-03-05,10.91
R078,2025-01-17,10.58
R044,2025-02-25,11.24
R019,2025-01-05,9.53
R015,2025-01-11,8.99
R021,2025-03-06,11.66
R025,2025-03-01,7.86
R072,2025-03-02,10.33
R065,2025-01-01,6.83
R006,2025-01-04,6.32
R077,2025-01-13,11.63
R077,2025-02-01,13.01
R095,2025-02-28,9.67
R022,2025-01-20,6.23
R068,2025-01-12,9.37
R067,2025-03-09,6.34
R045,2025-02-20,13.91
R018,2025-02-08,11.7
R060,2025-02-02,8.54
R071,2025-02-15,11.61
R054,2025-01-06,10.13
R095,2025-02-13,8.79
R053,2025-03-08,10.04
R096,2025-03-11,9.23
R001,2025-02-22,6.13
R060,2025-03-01,8.88
R058,2025-02-11,8.94
R071,2025-01-01,11.52
R045,2025-01-06,10.74
R003,2025-01-20,13.08
R064,2025-01-03,9.63
R023,2025-02-17,11.46
R023,2025-02-19,10.53
R022,2025-01-10,9.13
R063,2025-02-13,8.7
R045,2025-03-07,13.4
R021,2025-03-11,7.9
R060,2025-01-30,7.75
R045,2025-01-15,12.57
R098,2025-02-27,6.45
R085,2025-01-01,7.4
R030,2025-02-18,9.18
R098,2025-03-05,10.62
R063,2025-02-23,7.79
R099,2025-02-07,10.67
R063,2025-03-06,8.1
R041,2025-01-29,9.61
R007,2025-01-17,10.57
R092,2025-01-10,11.04
R098,2025-01-06,9.45
R043,2025-01-21,6.97
R067,2025-02-11,6.39
R023,2025-02-18,8.64
R066,2025-01-11,9.8
R040,2025-02-20,7.49
R098,2025-01-22,8.87
R023,2025-02-20,9.27
R061,2025-03-06,6.27
R014,2025-03-05,4.64
R018,2025-02-18,14.62
R043,2025-01-12,6.14
R034,2025-02-02,10.05
R088,2025-02-04,10.32
R096,2025-01-24,7.0
R065,2025-01-10,9.5
R086,2025-01-26,7.11
R032,2025-03-03,6.43
R050,2025-02-22,8.02
R022,2025-01-28,8.84
R007,2025-01-30,6.99
R034,2025-03-01,9.37
R072,2025-01-26,11.55
R062,2025-03-11,8.43
R035,2025-02-12,7.88
R090,2025-02-20,11.84
R072,2025-02-01,7.88
R067,2025-01-12,9.55
R023,2025-01-12,11.97
R089,2025-02-14,9.14
R017,2025-01-27,9.85
R093,2025-03-07,10.52
R030,2025-03-04,9.57
R019,2025-02-23,10.87
R029,2025-02-25,7.79
R003,2025-02-17,10.23
R054,2025-02-27,12.36
R074,2025-03-03,10.69
R020,2025-02-21,7.13
R061,2025-03-02,9.5
R006,2025-03-05,6.94
R097,2025-01-07,8.67
R014,2025-02-01,6.75
R012,2025-02-01,9.42
R048,2025-02-16,11.64
R094,2025-02-15,10.85
R040,2025-01-21,7.31
R050,2025-02-04,8.7
R062,2025-01-19,7.42
R004,2025-02-16,13.26
R057,2025-03-04,9.03
R099,2025-01-06,10.86
R046,2025-02-19,6.89
R032,2025-03-07,6.54
R010,2025-01-18,11.85
R026,2025-01-18,7.38
R069,2025-02-03,8.28
R095,2025-02-14,7.05
R093,2025-01-29,12.71
R085,2025-01-30,9.62
R055,2025-02-19,7.69
R001,2025-01-25,9.71
R097,2025-03-10,7.85
R016,2025-02-08,5.13
R092,2025-01-30,11.26
R039,2025-02-04,9.76
R074,2025-02-06,10.93
R084,2025-03-08,8.93
R002,2025-02-12,7.54
R041,2025-02-11,4.98
R034,2025-01-02,11.47
R050,2025-01-12,6.79
R055,2025-02-14,9.71
R095,2025-03-09,7.43
R067,2025-03-02,9.08
R001,2025-02-26,13.41
R019,2025-02-19,7.68
R010,2025-03-07,14.22
R073,2025-02-21,12.62
R018,2025-02-07,13.06
R029,2025-02-09,8.5
R004,2025-03-08,14.27
R053,2025-02-01,10.97
R091,2025-01-25,9.67
R027,2025-01-14,9.84
R080,2025-01-15,11.43
R010,2025-02-22,14.26
R081,2025-03-10,12.13
R095,2025-01-11,9.89
R073,2025-01-20,8.96
R057,2025-01-29,8.73
R017,2025-01-18,13.58
R040,2025-02-07,8.84
R075,2025-02-24,5.53
R063,2025-03-04,4.91
R014,2025-02-02,6.21
R015,2025-02-26,6.73
R053,2025-01-14,10.06
R086,2025-01-19,8.87
R020,2025-01-17,11.21
R087,2025-01-26,10.37
R058,2025-03-08,6.33
R040,2025-02-24,7.99
R064,2025-01-05,10.25
R035,2025-01-05,10.67
R043,2025-02-18,8.01
R002,2025-02-15,5.39
R070,2025-02-14,3.85
R049,2025-02-10,11.77
R100,2025-02-04,12.12
R045,2025-02-09,13.73
R088,2025-01-05,9.16
R052,2025-02-01,8.83
R072,2025-02-23,9.58
R041,2025-01-20,7.32
R051,2025-02-21,10.91
R083,2025-01-07,9.49
R084,2025-01-16,8.94
R083,2025-01-14,11.44
R002,2025-01-12,5.35
R044,2025-01-12,13.16
R029,2025-01-13,9.91
R025,2025-02-04,9.45
R065,2025-01-07,11.08
R076,2025-01-12,8.2
R056,2025-01-07,10.64
R065,2025-02-01,9.27
R028,2025-02-26,6.97
R062,2025-02-06,5.73
R087,2025-01-06,9.77
R071,2025-01-07,10.45
R050,2025-02-28,7.39
R024,2025-01-01,10.05
R070,2025-01-26,8.47
R018,2025-03-03,12.2
R057,2025-03-02,9.07
R044,2025-03-02,8.06
R061,2025-02-27,8.21
R098,2025-02-17,8.09
R058,2025-01-13,8.9
R100,2025-03-10,8.38
R078,2025-02-08,8.88
R049,2025-01-16,9.64
R010,2025-02-05,11.64
R032,2025-01-25,6.62
R072,2025-01-18,7.58
R086,2025-01-04,6.55
R015,2025-02-07,8.93
R008,2025-03-09,11.73
R066,2025-02-26,8.42
R063,2025-01-20,8.14
R018,2025-01-18,12.05
R057,2025-02-01,11.82
R070,2025-02-25,6.34
R022,2025-02-10,8.1
R061,2025-02-07,3.98
R082,2025-02-10,9.17
R046,2025-03-03,8.37
R069,2025-01-06,8.0
R069,2025-01-08,10.33
R004,2025-02-26,11.67
R091,2025-01-05,6.92
R017,2025-01-21,9.97
R046,2025-01-13,7.26
R031,2025-01-12,10.22
R058,2025-03-03,3.56
R028,2025-01-20,9.7
R060,2025-02-20,7.26
R086,2025-01-20,10.69
R010,2025-01-27,8.18
R068,2025-01-16,7.38
R071,2025-02-11,9.09
R064,2025-03-11,9.2
R015,2025-01-19,9.26
R086,2025-01-03,6.44
R041,2025-02-04,11.95
R041,2025-01-10,10.09
R026,2025-02-04,10.02
R018,2025-02-17,11.3
R084,2025-01-19,7.2
R077,2025-01-20,10.35
R066,2025-02-07,14.64
R067,2025-01-31,5.8
R082,2025-01-07,8.22
R099,2025-02-19,11.8
R032,2025-01-17,8.41
R042,2025-02-13,10.61
R017,2025-01-15,7.74
R013,2025-03-10,7.43
R066,2025-02-27,10.9
R019,2025-02-13,12.38
R097,2025-02-04,10.06
R024,2025-01-18,8.82
R065,2025-01-19,5.19
R022,2025-02-22,8.91
R012,2025-03-07,9.32
R006,2025-01-09,9.09
R002,2025-03-10,6.63
R005,2025-01-20,6.1
R023,2025-01-17,11.83
R015,2025-01-24,5.78
R006,2025-02-02,9.73
R069,2025-03-06,7.37
R056,2025-01-10,10.14
R069,2025-03-11,8.47
R011,2025-03-03,8.82
R080,2025-02-06,11.52
R073,2025-02-05,13.36
R059,2025-01-04,5.75
R060,2025-03-02,9.12
R058,2025-02-14,5.65
R081,2025-02-25,7.42
R083,2025-02-05,8.63
R021,2025-01-03,10.51
R095,2025-02-23,5.92
R086,2025-02-27,10.4
R039,2025-03-03,7.81
R028,2025-02-12,5.78
R061,2025-02-05,8.59
R051,2025-03-02,12.17
R090,2025-03-01,12.3
R091,2025-01-24,9.8
R098,2025-02-04,7.6
R080,2025-02-11,7.3
R044,2025-02-15,12.0
R090,2025-02-06,13.47
R065,2025-01-11,5.45
R067,2025-02-02,6.86
R039,2025-01-26,10.89
R055,2025-01-21,4.52
R001,2025-02-28,12.32
R002,2025-01-07,6.5
R012,2025-01-27,11.19
R035,2025-02-06,8.57
R033,2025-01-09,7.7
R074,2025-01-03,11.91
R012,2025-01-16,13.03
R058,2025-01-03,5.59
R098,2025-01-24,8.1
R046,2025-01-09,7.02
R045,2025-01-27,12.18
R002,2025-02-23,7.06
R032,2025-02-17,7.22
R069,2025-03-05,9.01
R088,2025-02-20,7.08
R076,2025-03-08,12.66
R055,2025-01-08,6.7
R064,2025-01-08,13.83
R078,2025-01-06,10.22
R014,2025-01-01,4.85
R032,2025-01-03,8.35
R027,2025-01-31,8.23
R033,2025-03-11,8.12
R094,2025-02-08,13.66
R052,2025-03-06,9.05
R018,2025-03-09,10.9
R036,2025-02-15,10.25
R076,2025-01-22,11.96
R066,2025-01-01,12.28
R051,2025-01-02,8.87
R017,2025-02-28,15.28
R076,2025-01-14,9.56
R082,2025-02-20,7.37
R007,2025-01-23,7.69
R077,2025-02-09,12.14
R020,2025-03-11,8.33
R043,2025-02-03,5.95
R042,2025-01-15,7.02
R021,2025-02-27,11.75
R062,2025-01-23,10.1
R096,2025-01-16,6.86
R050,2025-01-30,7.46
R016,2025-01-05,7.82
R053,2025-02-15,12.82
R087,2025-01-16,9.11
R047,2025-02-25,8.37
R077,2025-02-10,12.2
R014,2025-01-20,9.79
R021,2025-01-16,11.0
R034,2025-03-04,7.28
R071,2025-02-12,12.48
R059,2025-02-01,5.19
R066,2025-01-29,12.38
R094,2025-01-29,12.28
R065,2025-02-27,5.96
R071,2025-01-06,8.79
R092,2025-02-14,8.14
R022,2025-02-02,10.41
R081,2025-02-02,10.03
R021,2025-02-20,10.89
R087,2025-03-09,11.43
R029,2025-02-21,5.7
R082,2025-02-05,10.13
R051,2025-01-16,12.77
R085,2025-01-29,9.04
R098,2025-01-30,9.08
R096,2025-03-06,8.12
R057,2025-01-18,10.55
R047,2025-02-14,7.49
R081,2025-02-10,8.86
R076,2025-02-02,12.83
R070,2025-03-09,7.4
R067,2025-01-21,5.49
R001,2025-01-07,8.07
R043,2025-02-10,11.13
R036,2025-02-07,8.11
R049,2025-01-02,12.39
R010,2025-02-18,11.44
R028,2025-02-23,6.68
R066,2025-01-18,9.55
R092,2025-03-10,10.67
R085,2025-02-06,12.32
R077,2025-02-17,7.47
R066,2025-02-10,11.81
R038,2025-01-18,9.56
R098,2025-02-09,8.55
R064,2025-03-04,13.25
R092,2025-03-06,7.57
R058,2025-02-05,10.27
R016,2025-01-15,5.26
R042,2025-01-25,10.25
R067,2025-01-15,9.64
R086,2025-02-24,6.95
R033,2025-01-03,5.99
R022,2025-01-05,7.11
R097,2025-02-07,5.56
R027,2025-03-11,6.42
R050,2025-01-06,8.08
R095,2025-03-03,8.03
R016,2025-01-04,7.87
R053,2025-03-07,10.59
R029,2025-03-03,4.69
R079,2025-02-13,7.79
R072,2025-01-13,11.21
R077,2025-03-01,9.72
R038,2025-03-10,10.39
R036,2025-01-18,8.7
R055,2025-01-15,6.2
R017,2025-01-11,8.67
R021,2025-03-03,10.32
R061,2025-01-05,12.39
R099,2025-02-02,10.1
R049,2025-01-06,8.49
R100,2025-01-24,8.51
R062,2025-01-04,7.14
R048,2025-03-02,7.8
R043,2025-01-29,6.35
R004,2025-01-13,12.9
R093,2025-02-11,11.6
R001,2025-02-18,10.29
R009,2025-01-14,9.15
R018,2025-02-16,13.72
R089,2025-01-28,9.32
R044,2025-01-24,12.9
R097,2025-03-03,7.36
R049,2025-01-23,12.42
R090,2025-02-23,10.26
R033,2025-02-12,10.08
R096,2025-02-23,5.41
R004,2025-02-27,12.93
R016,2025-02-24,8.24
R033,2025-03-07,7.75
R079,2025-02-12,7.41
R086,2025-01-01,9.34
R028,2025-02-15,6.35
R006,2025-02-06,8.91
R025,2025-01-22,12.41
R024,2025-01-19,13.04
R052,2025-01-16,10.79
R078,2025-02-27,11.81
R039,2025-02-24,12.12
R059,2025-02-11,6.74
R072,2025-01-01,7.04
R088,2025-01-29,6.46
R023,2025-01-24,8.28
R052,2025-02-22,7.04
R099,2025-01-05,10.62
R040,2025-01-31,7.0
R046,2025-02-09,7.27
R066,2025-02-11,14.39
R003,2025-03-11,11.73
R013,2025-03-11,6.68
R019,2025-01-30,10.38
R096,2025-01-31,9.24
R027,2025-02-16,8.94
R027,2025-01-23,8.15
R036,2025-02-17,7.24
R097,2025-02-28,8.75
R002,2025-02-04,5.59
R014,2025-02-18,7.87
R026,2025-02-13,9.77
R030,2025-02-28,9.94
R039,2025-02-12,7.15
R083,2025-01-13,9.04
R005,2025-02-21,10.27
R062,2025-02-19,6.54
R075,2025-01-01,10.37
R083,2025-02-10,4.84
R036,2025-01-10,4.55
R026,2025-01-25,7.13
R055,2025-02-23,9.24
R071,2025-01-16,12.85
R062,2025-03-10,5.04
R066,2025-01-14,11.29
R039,2025-01-27,12.19
R085,2025-01-22,9.92
R082,2025-01-09,9.3
R090,2025-01-25,12.35
R088,2025-03-07,8.0
R042,2025-01-28,10.06
R097,2025-02-02,6.8
R025,2025-01-31,11.73
R077,2025-03-03,11.88
R077,2025-01-22,10.16
R036,2025-01-29,9.05
R072,2025-01-10,7.79
R093,2025-01-08,9.05
R020,2025-02-06,6.89
R003,2025-02-03,10.52
R013,2025-01-19,7.9
R074,2025-01-29,8.45
R074,2025-02-09,12.03
R051,2025-01-25,11.69
R048,2025-02-01,7.79
R078,2025-03-05,7.14
R088,2025-01-10,10.59
R063,2025-02-04,9.74
R057,2025-01-26,8.55
R028,2025-03-04,6.39
R048,2025-01-22,8.1
R036,2025-02-12,5.46
R060,2025-02-16,6.81
R062,2025-03-03,7.33
R030,2025-01-07,9.31
R079,2025-01-23,3.18
R090,2025-01-26,10.76
R089,2025-02-10,8.07
R049,2025-02-13,7.88
R001,2025-01-19,9.16
R053,2025-02-21,13.04
R076,2025-01-25,10.72
R001,2025-01-01,7.67
R052,2025-02-28,7.36
R080,2025-01-08,8.87
R032,2025-01-05,5.73
R020,2025-01-27,8.32
R075,2025-01-21,8.18
R092,2025-03-01,12.01
R061,2025-01-22,12.24
R041,2025-01-27,8.5
R061,2025-01-10,7.08
R006,2025-02-16,6.68
R076,2025-01-06,8.9
R045,2025-02-02,14.09
R003,2025-02-12,10.03
R079,2025-01-03,6.22
R080,2025-01-03,11.44
R026,2025-03-04,6.71
R065,2025-01-25,8.18
R082,2025-02-15,10.5
R073,2025-02-04,12.32
R012,2025-02-16,7.4
R023,2025-02-02,7.12
R070,2025-01-16,7.36
R026,2025-02-20,5.46
R033,2025-02-10,7.87
R035,2025-02-19,8.36
R096,2025-02-18,8.41
R068,2025-02-25,9.06
R076,2025-02-06,12.74
R078,2025-02-02,12.58
R087,2025-01-19,8.54
R070,2025-01-31,7.87
R067,2025-01-26,7.91
R027,2025-01-11,9.44
R009,2025-02-11,8.44
R083,2025-02-28,11.37
R070,2025-03-06,5.25
R072,2025-02-17,7.8
R008,2025-03-06,11.53
R017,2025-02-09,11.73
R018,2025-01-24,14.4
R013,2025-02-10,9.55
R019,2025-03-07,9.37
R076,2025-01-18,7.39
R015,2025-01-18,8.15
R011,2025-01-01,9.48
R039,2025-02-10,10.67
R072,2025-02-11,12.02
R027,2025-01-28,8.99
R098,2025-02-20,4.53
R040,2025-03-08,6.23
R021,2025-02-25,9.13
R084,2025-02-17,8.18
R058,2025-03-11,6.44
R057,2025-01-23,10.36
R013,2025-01-27,9.41
R077,2025-01-27,11.57
R024,2025-02-04,10.44
R031,2025-02-10,12.55
R091,2025-01-10,7.15
R051,2025-01-21,12.37
R063,2025-02-21,7.05
R081,2025-02-17,8.93
R022,2025-01-21,7.78
R099,2025-01-13,10.65
R060,2025-02-12,10.09
R011,2025-01-30,8.49
R067,2025-01-19,10.47
R012,2025-01-10,11.16
R038,2025-01-31,13.55
R028,2025-02-16,9.09
R055,2025-01-14,8.01
R094,2025-01-16,12.55
R087,2025-01-13,10.76
R048,2025-02-13,7.09
R016,2025-03-02,8.28
R053,2025-01-16,11.42
R082,2025-01-12,8.92
R090,2025-01-23,11.59
R043,2025-02-28,8.18
R035,2025-01-15,5.11
R017,2025-03-07,12.26
R029,2025-02-17,6.33
R003,2025-02-23,13.44
R022,2025-02-15,6.89
R080,2025-03-03,7.81
R009,2025-01-19,9.92
R031,2025-01-24,11.63
R021,2025-01-30,8.78
R012,2025-01-02,11.38
R037,2025-03-09,3.99
R035,2025-01-16,9.5
R100,2025-01-04,13.19
R027,2025-01-27,10.5
R002,2025-03-03,8.79
R003,2025-02-08,11.23
R054,2025-01-31,12.21
R090,2025-01-18,10.22
R026,2025-03-03,8.27
R064,2025-03-10,12.26
R100,2025-01-21,9.53
R037,2025-03-02,8.88
R065,2025-02-03,6.12
R098,2025-02-06,9.54
R038,2025-03-04,11.64
R066,2025-01-15,8.85
R030,2025-02-13,9.44
R010,2025-01-29,11.3
R028,2025-01-07,10.12
R077,2025-01-19,11.93
R038,2025-01-17,12.31
R032,2025-02-21,5.46
R053,2025-01-20,11.53
R095,2025-02-07,7.4
R034,2025-03-11,10.29
R021,2025-02-17,8.46
R082,2025-03-01,10.83
R005,2025-03-04,11.01
R049,2025-01-13,8.76
R065,2025-01-23,5.48
R100,2025-01-19,14.1
R037,2025-01-08,7.39
R011,2025-01-28,6.84
R079,2025-02-16,9.21
R014,2025-03-08,7.0
R090,2025-02-10,7.62
R070,2025-01-28,9.78
R028,2025-02-08,6.21
R051,2025-01-17,8.63
R097,2025-01-09,5.78
R066,2025-01-08,8.42
R098,2025-01-25,5.17
R054,2025-02-15,10.6
R096,2025-03-09,8.01
R057,2025-01-21,10.07
R019,2025-02-09,8.03
R070,2025-02-10,7.39
R092,2025-02-24,9.94
R010,2025-01-31,10.12
R026,2025-02-10,9.12
R022,2025-01-23,7.99
R087,2025-01-27,7.73
R008,2025-01-04,9.04
R053,2025-01-08,12.2
R074,2025-01-21,9.77
R071,2025-01-18,9.29
R034,2025-01-06,9.23
R093,2025-02-25,8.15
R093,2025-01-01,12.18
R085,2025-02-18,7.84
R016,2025-02-05,4.31
R095,2025-01-19,9.72
R092,2025-02-22,13.12
R010,2025-03-06,12.36
R019,2025-01-19,10.13
R046,2025-02-18,10.11
R071,2025-02-04,10.52
R024,2025-01-12,10.28
R076,2025-02-12,11.52
R053,2025-03-10,11.65
R057,2025-01-25,8.77
R037,2025-02-11,7.47
R070,2025-02-28,4.46
R095,2025-02-20,7.13
R001,2025-03-09,10.21
R025,2025-02-21,9.58
R080,2025-01-28,8.8
R033,2025-01-30,6.87
